         1920208 function calls (1889728 primitive calls) in 2.762 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      125    0.001    0.000    0.001    0.000 _local.py:257(_parse_path)
    94/41    0.001    0.000    0.005    0.000 typing.py:1512(_make_substitution)
     1209    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
      152    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1483(_path_hooks)
       91    0.001    0.000    0.002    0.000 typing.py:1256(_generic_init_subclass)
      438    0.001    0.000    0.010    0.000 colors.py:275(to_rgba)
      885    0.001    0.000    0.012    0.000 artist.py:1544(is_alias)
        1    0.001    0.001    0.002    0.002 _torch_docs.py:1(<module>)
      107    0.001    0.000    0.273    0.003 artist.py:1839(kwdoc)
     1630    0.001    0.000    0.001    0.000 _parser.py:292(tell)
        1    0.001    0.001    0.030    0.030 _axes.py:65(Axes)
      922    0.001    0.000    0.011    0.000 linecache.py:31(getlines)
       65    0.001    0.000    0.004    0.000 typing.py:1207(_generic_class_getitem)
        1    0.001    0.001    0.001    0.001 {built-in method torch._C._rpc_init}
       30    0.001    0.000    0.001    0.000 function_base.py:25(linspace)
     1947    0.001    0.000    0.001    0.000 _ops.py:46(__init__)
      231    0.001    0.000    0.021    0.000 _meta_registrations.py:45(wrapper)
      409    0.001    0.000    0.012    0.000 rcsetup.py:332(validate_color)
      461    0.001    0.000    0.002    0.000 copy.py:248(_reconstruct)
      949    0.001    0.000    0.006    0.000 typing.py:1639(<genexpr>)
      595    0.001    0.000    0.001    0.000 dataclasses.py:531(_field_init)
      111    0.001    0.000    0.004    0.000 rcsetup.py:99(f)
 1771/430    0.001    0.000    0.001    0.000 __init__.py:353(recursive_subclasses)
     1582    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
     1794    0.001    0.000    0.001    0.000 wrappers.py:335(<lambda>)
      215    0.001    0.000    0.142    0.001 dataclasses.py:1294(wrap)
     1086    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      461    0.001    0.000    0.004    0.000 core.py:523(copy)
        1    0.001    0.001    0.008    0.008 data_parallel.py:1(<module>)
     1611    0.001    0.000    0.001    0.000 _ops.py:102(py_impl)
     1010    0.001    0.000    0.001    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.001    0.000    0.018    0.009 _pytree.py:1(<module>)
      723    0.001    0.000    0.001    0.000 enum.py:1574(_get_value)
      658    0.001    0.000    0.001    0.000 _ops.py:1119(overloads)
      162    0.001    0.000    0.001    0.000 enum.py:976(_find_data_type_)
      109    0.001    0.000    0.001    0.000 _pytree.py:693(__post_init__)
     1406    0.001    0.000    0.001    0.000 inspect.py:1167(tokeneater)
      243    0.001    0.000    0.029    0.000 traceback.py:427(extract)
        1    0.001    0.001    0.001    0.001 cauchy.py:16(Cauchy)
     1029    0.001    0.000    0.001    0.000 inspect.py:306(ismethod)
      908    0.001    0.000    0.004    0.000 <frozen genericpath>:16(exists)
     1294    0.001    0.000    0.001    0.000 __init__.py:674(_set)
      774    0.001    0.000    0.006    0.000 _pytree.py:866(tree_flatten)
   256/18    0.001    0.000    0.002    0.000 ast.py:430(generic_visit)
      241    0.001    0.000    0.018    0.000 _compiler.py:571(_code)
    94/41    0.001    0.000    0.005    0.000 typing.py:1483(_determine_new_args)
      782    0.001    0.000    0.001    0.000 linecache.py:158(lazycache)
       27    0.001    0.000    0.011    0.000 inspect.py:1229(getsourcelines)
      308    0.000    0.000    0.003    0.000 inspect.py:3078(replace)
       19    0.000    0.000    0.000    0.000 arrayprint.py:1668(_guarded_repr_or_str)
       98    0.000    0.000    0.349    0.004 artist.py:126(__init_subclass__)
    94/41    0.000    0.000    0.009    0.000 typing.py:1452(__getitem__)
      130    0.000    0.000    0.002    0.000 _compile.py:10(_disable_dynamo)
      160    0.000    0.000    0.001    0.000 __init__.py:1361(getLogger)
      165    0.000    0.000    0.005    0.000 typing.py:1023(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
      113    0.000    0.000    0.001    0.000 utils.py:285(has_kwarg_only_args)
     1086    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
      690    0.000    0.000    0.001    0.000 _mathtext_data.py:1725(<genexpr>)
      669    0.000    0.000    0.001    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.001    0.001 helpers.py:153(one_of)
      281    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 observer.py:413(MinMaxObserver)
       47    0.000    0.000    0.005    0.000 typing.py:812(Literal)
      619    0.000    0.000    0.002    0.000 __init__.py:164(match)
        1    0.000    0.000    0.000    0.000 __init__.py:203(Path)
      850    0.000    0.000    0.001    0.000 colors.py:216(_is_nth_color)
      785    0.000    0.000    0.001    0.000 traceback.py:441(extended_frame_gen)
       26    0.000    0.000    0.016    0.001 _sources.py:103(make_source_context)
      142    0.000    0.000    0.008    0.000 wrappers.py:116(__call__)
     1835    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
     1347    0.000    0.000    0.001    0.000 typing.py:1096(__eq__)
      461    0.000    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
  154/150    0.000    0.000    0.001    0.000 typing.py:1577(__repr__)
    154/1    0.000    0.000    0.001    0.001 _mathtext_data.py:1723(_normalize_stix_fontcodes)
      286    0.000    0.000    0.001    0.000 _parser.py:371(_escape)
      152    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1712(path_hook_for_FileFinder)
      599    0.000    0.000    0.001    0.000 _compiler.py:396(_simple)
      113    0.000    0.000    0.251    0.002 custom_ops.py:585(_register_to_dispatcher)
       32    0.000    0.000    0.004    0.000 colors.py:1049(from_list)
       50    0.000    0.000    0.002    0.000 warnings.py:576(__call__)
        1    0.000    0.000    0.014    0.014 _script.py:1(<module>)
      113    0.000    0.000    0.001    0.000 autograd.py:28(Metadata)
       37    0.000    0.000    0.009    0.000 __init__.py:1020(inner)
      114    0.000    0.000    0.005    0.000 typing.py:1733(__getitem_inner__)
      113    0.000    0.000    0.073    0.001 utils.py:33(get_source)
       79    0.000    0.000    0.002    0.000 enum.py:474(__prepare__)
      259    0.000    0.000    0.001    0.000 inspect.py:2464(_descriptor_get)
        3    0.000    0.000    0.001    0.000 activation.py:1(<module>)
      113    0.000    0.000    0.002    0.000 fake_impl.py:74(construct_meta_kernel)
       79    0.000    0.000    0.001    0.000 enum.py:1003(_find_new_)
      564    0.000    0.000    0.047    0.000 __init__.py:187(register)
      919    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      261    0.000    0.000    0.001    0.000 inspect.py:2117(_signature_is_builtin)
      113    0.000    0.000    0.001    0.000 inspect.py:1648(_get_code_position)
       32    0.000    0.000    0.002    0.000 colors.py:416(to_rgba_array)
        1    0.000    0.000    0.017    0.017 _vmap_internals.py:1(<module>)
       57    0.000    0.000    0.000    0.000 _compiler.py:384(_mk_bitmap)
      195    0.000    0.000    0.001    0.000 <frozen posixpath>:71(join)
        1    0.000    0.000    0.000    0.000 _weights_only_unpickler.py:1(<module>)
     22/3    0.000    0.000    0.002    0.001 core.py:4077(streamline)
       12    0.000    0.000    1.937    0.161 _jit_internal.py:1025(_overload)
       90    0.000    0.000    0.001    0.000 __init__.py:1409(_fixupParents)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
       64    0.000    0.000    0.004    0.000 util.py:360(replaced_by_pep8)
       48    0.000    0.000    0.001    0.000 __init__.py:2001(<genexpr>)
      117    0.000    0.000    0.001    0.000 _ops.py:727(__str__)
      403    0.000    0.000    0.001    0.000 _function_base_impl.py:346(iterable)
      306    0.000    0.000    0.001    0.000 results.py:153(__new__)
        1    0.000    0.000    0.001    0.001 node.py:141(Node)
  254/233    0.000    0.000    0.000    0.000 _compiler.py:434(_get_literal_prefix)
       81    0.000    0.000    0.001    0.000 inspect.py:399(_has_code_flag)
     1061    0.000    0.000    0.001    0.000 <frozen posixpath>:52(normcase)
     1124    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.003    0.003 pickle.py:1(<module>)
     1694    0.000    0.000    0.001    0.000 unicode.py:63(<genexpr>)
      549    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      592    0.000    0.000    0.000    0.000 dataclasses.py:591(_init_param)
     2107    0.000    0.000    0.000    0.000 inspect.py:3070(parameters)
       38    0.000    0.000    0.010    0.000 __init__.py:1355(_add_data_doc)
      118    0.000    0.000    0.001    0.000 contextlib.py:276(contextmanager)
     1600    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      138    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.020    0.010 core.py:206(read_style_directory)
      113    0.000    0.000    0.000    0.000 _ops.py:688(_namespace)
      783    0.000    0.000    0.001    0.000 __init__.py:694(_get)
      465    0.000    0.000    0.001    0.000 __init__.py:745(__getitem__)
       86    0.000    0.000    0.002    0.000 core.py:3850(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.021    0.021 distributed_c10d.py:1(<module>)
       67    0.000    0.000    0.005    0.000 core.py:4042(__init__)
      130    0.000    0.000    0.001    0.000 font_manager.py:934(_json_decode)
      292    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
      115    0.000    0.000    0.001    0.000 weakref.py:164(__setitem__)
      113    0.000    0.000    0.012    0.000 custom_ops.py:796(get_library_allowing_overwrite)
       37    0.000    0.000    0.002    0.000 deprecation.py:131(deprecate)
        4    0.000    0.000    0.239    0.060 functional.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _backport_slots.py:45(_add_slots)
     2548    0.000    0.000    0.000    0.000 inspect.py:2779(default)
      545    0.000    0.000    0.000    0.000 rcsetup.py:191(validator)
     1100    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
      412    0.000    0.000    0.011    0.000 colors.py:221(is_color_like)
     1610    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       18    0.000    0.000    0.008    0.000 rcsetup.py:827(validate_cycler)
  321/306    0.000    0.000    0.000    0.000 typing.py:235(_type_repr)
      495    0.000    0.000    0.000    0.000 wrappers.py:261(<genexpr>)
       35    0.000    0.000    0.009    0.000 _typing.py:388(__new__)
        1    0.000    0.000    0.001    0.001 _base.py:537(_AxesBase)
      592    0.000    0.000    0.000    0.000 dataclasses.py:519(_field_assign)
       26    0.000    0.000    0.001    0.000 _sources.py:38(normalize_source_lines)
        1    0.000    0.000    0.011    0.011 ExifTags.py:1(<module>)
      124    0.000    0.000    0.002    0.000 _local.py:227(__str__)
      281    0.000    0.000    0.001    0.000 <frozen codecs>:322(decode)
      670    0.000    0.000    0.000    0.000 inspect.py:485(istraceback)
      162    0.000    0.000    0.001    0.000 enum.py:935(_get_mixins_)
       66    0.000    0.000    0.001    0.000 core.py:4619(__init__)
     1191    0.000    0.000    0.000    0.000 _parser.py:112(__init__)
        1    0.000    0.000    0.013    0.013 numeric.py:1(<module>)
      209    0.000    0.000    0.000    0.000 __init__.py:350(<genexpr>)
      226    0.000    0.000    0.001    0.000 _parser.py:85(opengroup)
       24    0.000    0.000    0.000    0.000 dviread.py:184(decorate)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1661(_ip_int_from_string)
        6    0.000    0.000    0.011    0.002 _jit_internal.py:1078(_overload_method)
      696    0.000    0.000    0.000    0.000 enum.py:198(__get__)
       47    0.000    0.000    0.001    0.000 typing.py:395(_flatten_literal_params)
      208    0.000    0.000    0.000    0.000 _compiler.py:214(_compile_charset)
      525    0.000    0.000    0.000    0.000 {built-in method numpy.array}
      454    0.000    0.000    0.002    0.000 typing.py:1757(<genexpr>)
      937    0.000    0.000    0.000    0.000 _parser.py:82(groups)
      789    0.000    0.000    0.000    0.000 dataclasses.py:699(_is_initvar)
  112/104    0.000    0.000    0.026    0.000 _docstring.py:107(__call__)
     2400    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
     62/9    0.000    0.000    0.004    0.000 core.py:3884(leave_whitespace)
      942    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.006    0.006 fake_impls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
      311    0.000    0.000    0.000    0.000 function_base.py:473(_needs_add_docstring)
      241    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
      782    0.000    0.000    0.000    0.000 traceback.py:293(__init__)
      231    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        6    0.000    0.000    0.008    0.001 patches.py:2325(pprint_styles)
     1436    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
   133/64    0.000    0.000    0.003    0.000 core.py:3976(copy)
     1216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1600(<genexpr>)
      601    0.000    0.000    0.000    0.000 typing.py:1798(_value_and_type_iter)
      260    0.000    0.000    0.001    0.000 inspect.py:2131(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 pdb.py:246(_ZipTarget)
      669    0.000    0.000    0.000    0.000 inspect.py:495(isframe)
       82    0.000    0.000    0.000    0.000 sym_node.py:1361(_make_user_magic)
      215    0.000    0.000    0.099    0.000 dataclasses.py:1277(dataclass)
        1    0.000    0.000    0.000    0.000 _builtins.py:1(<module>)
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
        6    0.000    0.000    0.005    0.001 __init__.py:775(__init__)
   256/18    0.000    0.000    0.002    0.000 ast.py:424(visit)
      130    0.000    0.000    0.000    0.000 _local.py:117(__init__)
      157    0.000    0.000    0.001    0.000 <frozen os>:711(__getitem__)
